text,label
"Just so that you fellow movie fans get the point about this film, I decided to write another review. I missed a few things out last time...<br /><br />First, the script. Second, the acting. Third, Jesus Christ what were they thinking making a piece of garbage like this and then expecting us to enjoy it when there are no redeeming features whatsoever from beginning to end except when Joseph Fiennes finally gets blown away in a very unexciting climax!!!<br /><br />I can't believe I wasted my money on this when I could have given it to a homeless person or a busker or SOMETHING!<br /><br />Are you getting the picture?",biased
"Unfortunately, I've never seen the full version of this movie. I did see the 87-minute version twice, back in the 1950s. Even more floridly directed than is the norm with Julien Duvivier, this is a wonderfully out-of-the-ordinary piece, replete with sweeping tracking shots through, over and into Andrejew's magnificently atmospheric sets. Beautifully lit too by photographer André Thomas, Black Jack is nothing if not a connoisseur's delight. Reinforcing this imaginative visual style, is a script that allows a roster of our favorite actors, including Agnes Moorehead and Marcel Dalio, some brilliantly bizarre, full-blooded characterizations. George Sanders gives a polished performance, whilst an eccentric millionairess (who turns out to be a rival racketeer) is admirably played by Agnes Moorehead. Also realizing the most from her role, Patricia Roc. The film was made, on locations in Spain, in 1949.",biased
"This show had a lot of hype but I didn't know about it until the midseason (season 1). Someone even recommended the show to me. But I decided that if I was going to watch it, I was going to wait until the end of the season so I could watch it in bulk. Due to the show's format, I'm happy I waited. I imagine it would have been fairly annoying have nearly every episode end in the middle of some cliff hanger then have to wait another week to find out what happens in the next second of the story.<br /><br />Somehow, this show has managed to throw in too much sex. Jason will have sex with pretty much anything that moves. Right after he finds out that one woman he had sex with was killed, he's in bed with another woman the next night! Then Tara and Sam get it on, despite each of them knowing that Sam is in love with Sookie. And for some reason, Sookie gets mad when she later finds out about it--even though she's sleeping with a vampire. One of the problems with the show, is that it doesn't do a good job of making you care about the characters. I really didn't care for Jason at all. Along with his endless pursuit of tale, he was rude to the people who actually were concerned for him. After a few episodes, I wouldn't have minded if he got killed somehow. For that reason, I was for the most part uninterested in the murders until Sookie's Grandmother became a victim (since the first two were more closely involved with Jason).<br /><br />Then once Sookie and Bill have sex, the story gets a few more subplots. Tara's mother wants an exorcism, then the exorcist lady tries to convince Tara that she should have one to remove her own demon. I wasn't so much bothered by the whole exorcism thing as I know there are some people who really believe in that stuff. However, they waste little time in showing that is it a farce right after Tara spends about $1300 on exorcisms for her and her mother. At other points, some of the developments happen too fast. Jason continues being a jerk, trying to sell his Grandmother's stuff to buy vampire blood, which apparently is the new crack or something. In his search he finds this girl who will do V (vampire blood) with him. They get high, and within three days fall in love with each other and kidnap a vampire for a constant source of V. Another example is when Bill has to go to a vampire tribunal. He's only gone for two days before Sookie starts to feel abandoned and start to wonder if he thinks ""vampire politics"" are more important than her.<br /><br />Subtlety is not this show's strong suit. It doesn't take a genius to figure out something is going on with the local dog. Although my assumption wasn't dead on, it wasn't that much of a surprise. But the finale two episodes was where it really got annoying as it just shoved all the developments in your face as if you couldn't possibly figure the out for yourself. When Tara gets into the car accident, the naked lady's face with the pig is clearly shown, and was easily recognizable when she shows up at the jail for the bailout. As if that wasn't enough, they later show the lady again with the pig at her house. Then it's time to wrap up the murder story. At the end of the penultimate episode, it's revealed that Renee is not who he says he is and most likely is the killer. In the final episode, they shove Renee being the killer in your face. Sookie remarks that it's odd that Renee's thoughts don't have an accent. I thought that was fine, as it adds to Renee being a fraud. But the next scene is full of incriminating evidence against Renee. They show that Renee has the tape of Maudette with the vampire and his fiancée finds a tape in one of Renee's boxes about how to fake a Cajun accent. At this point it was just ridiculous. I mean WE GET IT!!! So blah blah blah stuff happens. Bill almost kills himself while failing to save Sookie, who still manages to kill Renee. They start to set up season 2 by leaving unfinished issues. The naked pig lady and Sam have a history, Lafayette has gone missing and might have been killed. Jason is in the process of being brainwashed into being a religious nut by some anti-vampire church--which makes me care about him even less.<br /><br />It's almost surprising to see how many people absolutely love this show. I think I just expected this show to be better. I'm interested in seeing what happens in season 2, but if I watch it, I'll most likely wait for the season completion.",neutral
"This is what I call a ""pre Sci Fi; Sci Fi"" movie. It gets no better than Lugosi/Karloff in this incredibly good ""mood"" type motion picture. These two genuine artists are at their very best, as is the story line.<br /><br />Karloff does an amazing job as a scientist that sees himself caught in a vise of vanity, pride, and scientific competition. I was caught up in the idea of watching a man as he drowns himself in the three previously mentioned concepts. I was saddened and at the same time fascinated with the two stars as they do themselves in. <br /><br />This is the sort of motion picture that begs for a remake. This time put Harrison Ford in the Karloff part and maybe Kieffer Sutherland as the Bela Lagosi role. It might be possible to do it almost as good.<br /><br />This is one of the very best that Hollywood EVER produced. As I said..it gets no better. No way.",neutral
"I'm not to keen on The Pallbearer, it's not too bad, but just very slow at the times. As the movie goes on, it gets a little more interesting, but nothing brilliant. I really like David Schwimmer and I think he's good here. I'm not a massive Gwyneth Paltrow fan, but I don't mind her sometimes and she's okay here. The Pallbearer is not a highly recommended movie, but if you like the leads then you might enjoy it.",biased
"This movie certainly proves, that also the good Americans can do terribly good propaganda. No questions being asked, no comments being made on power abuse or police terror, when James Stewart, solid and convincing as always, solves all the stories from Dillinger to 5th Column more or less singlehandedly. June Allyson as his regular love interest holds up the family values and E.J. Hoover is executive producer.And children or non guilty bystanders are never harmed, when the professionals execute. Not to speak of civil rights, which are never broken or homes, which are never intruded. And if the FBI service would not be enough, Steward also gives his son's life for the country in WW II. Perfectly made, if you wouldn't know better....",biased
"I feel at a loss, so brilliant is this film. Kieslowski is a writer, a philosopher; and while an excellent filmmaker, his greatness lies in his writing; and ""Red"" is his paradigm. This film is a metafictional study of the artist's judgement in the creation of his fictional world; of how an artist can attempt to remake life -- even his own -- thru his art, even as he cannot escape the knowledge that, no matter how he involves himself in his story, it is still fiction and he is still outside of his remade world, still burdened with its unreality and the reality of the life he has tried to artistically remake. And magically, all of this is not to the smallest degree at the expense of a wonderful story about the mysteries of love and fate and the characters who live out this story, this pre-judged destiny. If I had to choose, I might nominate this the greatest film ever made.",neutral
"""De vierde man"" (The Fourth Man, 1984) is considered one of the best European pycho thrillers of the eighties. This last work of Dutch director Paul Verhoeven in his home country before he moved to Hollywood to become a big star with movies like ""Total Recall"", ""Basic Instinct"" and ""Starship Troopers"" is about a psychopathic and disillusioned author (Jeroen Krabbe) going to the seaside for recovering. There he meets a mysterious femme fatale (Renee Soultendieck) and starts a fatal love affair with her. He becomes addicted to her with heart and soul and finds out that her three previous husbands all died with mysterious circumstances...<br /><br />""De vierde man"" is much influenced by the old Hollywood film noire and the psycho thrillers of Alfred Hitchcock and Orson Wells. It takes much time to create a dark and gripping atmosphere, and a few moments of extreme graphic violence have the right impact to push the story straight forward. The suspense is sometimes nearly unbearable and sometimes reminds of the works of Italian cult director Dario Argento.<br /><br />The cast is also outstanding, especially Krabbe's performance as mentally disturbed writer that opened the doors for his international film career (""The Living Daylights"", ""The Fugitive""). If you get the occasion to watch this brilliant psycho thriller on TV, video or DVD, don't miss it!",neutral
"This was/is an incredible movie, with incredible cast, music, singing, story, etc. It is a tragedy that some arrogant families (the Gerswhins or Premingers) can keep it from being available to generation after generation. I have wanted to see it again all of my life. I just found this site and read why it has not been available. Shame on these families for their pettiness. My wife is from Germany and she has never seen the movie. Neither have my step-children or my grandchildren. It is very sad that a movie of this depth and quality is not available for them to see. Where do these families get off making such a conceited, self-important, egotistical, condescending decision to prohibit generations from enjoying this film, these stars, these performances, this music! Release the video and let them world judge and enjoy!",neutral
"I began watching this movie with my girl-friend. And after 5 minutes I was alone.<br /><br />I succeed to stay until the end. It has been a painful experience.<br /><br />I liked jean hugues anglade, but I think that he needed to eat, as us, and thus he accepted to play in this movie. <br /><br />There are only 5 characters, and the rest could be called 'art' or something that I couldn't express, but that I didn't understand at all.<br /><br />The only worst movie I saw was crash, but I'm pretty sure now that I have enough experience to watch it successfully again.<br /><br />good luck!! ;o)",biased
"This movie is BRILLIANT.<br /><br />I don't remember this movie even BEING in theaters, so thinking it was a ""straight to DVD"" I have fairly low expectations, even though I am a big fan of Mike Judge. It has some of the same kind of comic future satire as ""Brazil"" and ""Demolition Man"", but taken to the next level.<br /><br />Then I saw the cast; Luke Wilson, Maya Rudolph and Dax Shepard, who were all brilliant in their roles.<br /><br />Needless to say, this movie won me over in the first 5 minutes, where it shows above-average people having fewer children and the poorest, stupidest, trashiest people having lots of ignorant children, and how this is leading to a kind of reverse evolution. It takes that concept, and then shows where we are headed with this pollution of the gene pool.<br /><br />Sadly, I don't think it will take the 500 years as depicted, but probably only about 50. I already see the shocking rise of ""mild retardation"" in the general populace, media and culture. People who like classical music and art are ridiculed instead of respected. The lowest common denominator seems to rule, especially in Hollywood and on TV (eg, ""Jackass the Movie"" and any reality show where they make you eat something disgusting or humiliate yourself for money).<br /><br />All of the political/social satire aside, this movie is also just LAUGH OUT LOUD funny! And I don't say that lightly; few movies make me actually ""LOL"", but this one did.<br /><br />A lot of the best jokes are word/sight gags in the background, so you really have to pay attention to get some of them. I even had to pause and zoom in for a few of them (like when Joe got his government ID and for ""hair"" it said ""yes"" and for ""eyes"" it also said ""yes""). Also, the prison has engraved on the front ""House for Particular Individuals"", since the cops in the movie (much like real life cops) call everyone ""individuals"" instead of people, etc. Again, this was on the screen for just a moment...this is one of those movies you can watch again and again and dissect it to get through the layers of funny.<br /><br />Also, I normally watch movies with the subtitles on, and that clued me in to some jokes that might pass by your ears in the dialog mix, for instance, the police constantly talk about people ""excaping"" instead of ""escaping"", and there are many other mis-pronunciations that just cracked me up. But again, I might not have picked up on them just by the dialog mixed with music/sound effects; it is very subtle but still hilarious.<br /><br />Additionally, the special effects were REALLY GOOD for a sci-fi/social satire.<br /><br />I could go on and on, but overall, I think this is one of those movies that if you DON'T think it's funny, it's probably making fun of YOU! I plan on recommending this to many, many people!",neutral
"Redundant, everlasting shots, useless shots, useless scenes are what you will find in this film. In other words, it seemed technically poor to me. The musical bits are amateurishly directed (no synchronization in the would-be dancing, badly post-synchronized, bad and obvious improvisation of the actors from time to time, etc). <br /><br />The film is long and boring. Eventually, it makes few point and even less sense. <br /><br />There are some good ideas though. Some of the comic elements are actually efficient, especially the opening scene. However, the film gets worse and worse so that it is completely unbearable and impossible to understand by the end. <br /><br />The trailer I saw was very dynamic, that is not true for the film. That is to say the discrepancy between the trailer and the actual film is something very close to a rip off.",biased
"The big problem is where to begin as this movie needs your attention the forthcoming two hours and you better not miss some minutes for getting a coke as there is a danger you can't follow. But good there is also a pause-button. Bruce Willis must travel into a timemachine to find out some antivirus for a virus that made animals rule over the world in 1996. Thanks to some mistakes he first ends up in 1990, then in the First World War and how messed up it all might look like, Terry Gilliam comes up with what must be one of the most intelligent scripts ever. This ex-Monty Phyton man knows exactly how genius SF-stories has to be told like and his choice of cast couldn't have been any better, there is the lunatic Brad Pitt (his performance in the asylum is memorable) and a superb Bruce Willis who proves he is more than some Schwarzenegger-wanna be. It's a movie you can watch over and over again as the script is so weird and complicated (and yet you can follow) that every view gives you other surprises. One of my big favourites.",neutral
"Well when watching this film late one night I was simple amazed by it's greatness. Fantastic script, great acting, costumes and special effects, and the plot twists, wow!! In fact if you can see the ending coming you should become a writer yourself.<br /><br />Great, I would recommend this film to anyone, especially if I don;t like them much.<br /><br />Terrific",neutral
"*minor spoilers*<br /><br />You know, it's getting to the point where Walt Disney Television Animation might just as well be called Walt Disney Sequel Animation. These sequels range from excellent (""Beauty and the Beast: The Enchanted Christmas"" and the fantastic ""Lion King II: Simba's Pride"") to horrible (""The Return of Jafar""). (This is, of course, my personal opinion.) Now Disney brings us their latest sequel. ""Scamp's adventure,"" and while it is flawed, it is still entertaining.<br /><br />The quality of animation is not up to par with Disney Feature Animation; still, the animators do a good job of bringing the characters to life. Lady and Tramp have not aged a day since 1955. Trusty still talks about his sense of smell and ""Ol' Reliable,"" and Jock still gives him grief about it. There's a nice fight between Tramp and a huge dog in the dog pound, and once again we are treated to a spaghetti dinner with the two romantic leads (though it is highly doubtful that this will become a classic scene like its predecessor.)<br /><br />I really don't care for most of the songs (though Roger Bart and Susan Egan--the singing voices of Scamp and Angel--sing their parts very nicely). Both Melissa Manchester and Norman Gimbel have done much better work in the past. Danny Troob's score is okay, but nothing memorable. And some of the junkyard gang seem like excess baggage; that is, they really don't do much.<br /><br />The voice work, on the other hand, is quite good. While I don't like Jeff Bennett as the dogcatcher, he is very good as Tramp. Chazz Palminteri does a nice job as Buster, leader of the junkyard gang, and Alyssa Milano gives what may be her best performance as Angel. Then there is Scamp (who is the spitting image of his dad). He is voiced to PERFECTION by Scott Wolf. Wolf does a superb job of showing Scamp's wild streak and his soft side.<br /><br />All in all, while ""Scamp's Adventure"" is flawed, it still makes for rather entertaining viewing. It is my hope, however, that Walt Disney Television Animation will turn their attention to more original material for their future releases.<br /><br />",biased
"This entry is certainly interesting for series fans (like myself), but yet it is mostly incomprehensible. The plot is confusing, as is the sequel continuity. Some striking effects, to be sure, but we never find out what it all really means.<br /><br />Try to see the ""NC-17"" workprint version which contains the gore that was cut to be re-rated ""R"".",neutral
"Opening scene 'explains' why Hurt is later 'immune' to the 'Contaminated Man'. Too bad it doesn't explain anything else: How did he get whatever he 'caught'/what was it/why does it work so fast. Then we go to ""Present Day Budapest"". OK, was the opener in the past or the future? It turns out to be the past, of course, but for a minute it looks just as likely to be the nd of the movie moved to the beginning. Sorry, I should have paid closer attention, huh? Or maybe it's just badly done. Then a lot of confusion about the different jobs he's had in related fields, and finally a mention about how he should have died from the original experiment the n s a did on him. Aha! So the n s a and private industry got together to poison one of their top guys to watch the effects? He must have been one of the top guys, he's friends with the c e o of the Chemical company, for God sakes. Then there's the substance itself: Technically a poison, but it mutates in immune 'carriers', so we can have whatever we want; a poison, a disease, an allergic reaction, all very different things in real life. Magically, it's not contagious from one dying victim to another, only from the carrier. How convenient. Then there's the h a z m a t protocol: They jump into a situation without having any idea what's in store, or how prepare for it. Did the producers not have enough money to show a proper wash-down after the crew just left the scene of a deadly unknown substance? I kept thinking Hurt was going to die from bad cleanup technique, and the open scene would turn out to be the closer after all.",biased
"This is a very sad movie. Really. Nothing happens in this movie. The Script is bad!!! I guess they've just copy-paste the first 15 pages to 90 pages. The Producers must have thought let's create a Hollywood movie here in Belgium. They didn't succeed. Now in the third week it is only running in Antwerp and Brussels at 22h45 or something. In the past we have had really good movies in Belgium, like Daens. Shades is a waste of your time. Maybe you could sneak in the theater after you've seen a real movie. If you've seen 10 minutes of Shades, you've seen it all. It was advertised to death on local radio and TV. I hope it will disappear in the Shades soon.",biased
"How can Barry Levinson possibly assemble white-hot comedy talents Ben Stiller and Jack Black, the gorgeous Rachel Weisz, old pro Christopher Walken and still deliver such a humourless stinker?<br /><br />Stiller and Black are friends until the latter invents a spray to make dog mess vanish and becomes a conspicuous consuming multi-millionaire.<br /><br />The premises is thin but sound enough in the right hands to have been a springboard for some great bitching between the two stars but all concerned overplay every hand, every chance they can.<br /><br />Stiller and Black are simply not funny for way too much of the time, Weisz looks sensational as always but is criminally underused and, with the exception of Walken as a batty barfly who urges Stiller's character to take revenge, it's a turgid trudge to the end of this strained farce.",biased
"Poor geeky Marty (Simon Scuddamore) gets horribly burned due to a cruel April Fool's day stunt gone very wrong. Flash forward a decade and those involved (including Caroline Monroe, known to horror fans for her turns in Maniac, Faceless & the Last Horror Film) in the prank are psyched for the upcoming 10 year high school reunion not aware that a court jester-masked killer is hiding out in the (now closed down) school and out for revenge.<br /><br />Chaulk this one up to being a guilty pleasure, I knew it's a bad film. It has all the characteristics of one. Yet there's just something about it that makes me feel compelled to watch it from time to time (preferably with beer in hand). I'm even willing to overlook the absolutely horrid ending (which, I do have to say, I hate) I guess I like it because it has a fun atmosphere about it and some pretty cool kills.<br /><br />Eye Candy (for the men): Josephine Scandi & Donna Yeager both get topless <br /><br />Eye Candy (for the ladies): a gratuitous cock shot of Simon Scuddamore at the start of the film <br /><br />My Grade: B- <br /><br />Lionsgate DVD Extras: Optional trivia track; trailer for this film; and trailers for My Bloody Valentine (1981), Monster Squad, Dirty Dancing",biased
"i think that this film is brilliant.there are many reasons why but these are some of them 1)the good acting by Tom and Tyler 2) brilliant machine gun scene that was a piece of brilliance 3) i thought that the ending was a good twist because i never expected that at the end all credit to Sam Mendes.as well as a these 3 points the film form of the film is good as well. i am a film student at college and we studied this film in great detail and it was one of the best films i have seen in many years. i'd just like to say a big thank you to all of the people involved in making this film. lastly i would like to say the best scene in the film is the machine gun scene where John Rooney gets kill it is just pure brilliance in shooting the scene in silence until John Rooney says "" i'm glad it's you"" it is a lot better like that i think because the viewer creates there own sound and that sound is totally different for every viewer just brilliant.<br /><br />thank you for reading this comment written by Ross Kirk aged 16",biased
"this is a visual adaptation of manga with very little dialogue. what dialogue there is appears in word baloons as it would in the manga. the plot of this is existent but only vaguely accounted for. there is an issue of the manga on which this is based available in english in the blast books collection, 'comics underground japan', and it has actual captioned dialogue that explains the plot a bit more than here. i recommend checking that volume out if you liked this, as it explains some of the ""plot"" of the movie, which is otherwise inexplicable. animation wise this is pretty decent, good unintrusive use of computers and the images are for the most part realized well. it jumps in and out of episodes, as the characters, a cat and his brain-dead older sister cat wander in and out of a series of odd images: a boat, a circus, a desert. for a mere half hour they go through a number of semi-plots and settings, which leads me to believe that the director chose a number of issues of the long-running manga to adapt at random, but primarilly selected visually. knowing what's going on might somewhat increase appreciation. this reminds me mostly of the kind of stuff they used to play on the mtv show, cartoon sushi, in particular a short that features a cat chasing a man's severed butt-cheek around the house. only in this case the cats resemble hello kitty more and their adventure is expanded to include death and reincarnation and a number of other themes [though not all that easy to tell what's going on]. the dvd of this has director's commentary and a ""making of"" features, but i cant comment on those because i didnt get around to them. i'm giving this a 8/10 for now, here isnt much to compare it to in anime, and i hope for more like this.",neutral
"I usually much prefer French movies over American ones, with explosions and car chases, but this movie was very disappointing. There is no way to write a spoiler because nothing really happens. This French couple has been living in Lisbon for years, and they return to Paris for a friend's wedding. They announce to another friend they are having dinner with that they are going to split. Then nothing much happens, they don't seem to know whether they want to separate or not. I don't necessarily think that their hesitations make for a bad movie, it is very human to hesitate before making such a decision for good, but this could be treated in an interesting manner, giving some flesh to their desires and their relationship, but that does not happen. One gets out of the theater unsure of why these two got together or want to split. The only piece I enjoyed was the conversation with the drunk. That was true to life.",biased
"I can only assume the previous posts came from execs at the production company...<br /><br />Attended the UK premiere last night. Zane and Brook attended (they probably knew I was gonna be there) and are undoubtedly stars, but what a turkey of a film. I felt sorry for them at times, when the audience erupted in laughter at what were serious 'thriller' scenes.<br /><br />But perhaps I was missing the point. Perhaps an element of tongue-in-cheek was intended. If so, pure genius. If not, career genocide.<br /><br />On the plus side, Zane always shines, and Brook can actually act a little. As the other half said (as we ran out the cinema, avec broken ribs), they can be forgiven for this film as they both seem like nice people! The scriptwriter, however, should be marooned.",biased
"Well now this strange movie. It was listed as a comedy but I certainly found nothing to laugh at. Actually I am struggling to find anything positive to say about this film. Oh here I go. Alex Ferns is not bad in the lead role and I did not pick the ending for a change, but apart from that this has no great direction solidly two dimensional characters and is not funny enough to be a comedy or serious or dark enough to be any form of decent drama. I would really avoid ever having to watch this movie again and think it does nothing to benefit any of the working class characters it is attempting to portray. I found it hard to empathise for any of the characters and was not given enough information on the lead character Jimmy to believe his motives. Best avoided.",biased
"I have loved One True Thing since the first time I watched it in the theater, and cried my eyes out. I bought it as soon as it was available, and have lost track of how many times I've watched it.<br /><br />To me One True Thing is the ultimate family relationship movie. I love watching the relationships in the family change and evolve into what they end up being. I can relate to many details in the movie. My mother died of bone cancer, so it really hits home with me. Maybe this is why I love it so much.<br /><br />I like the relationships between the children and their parents, and the relationship of brother and sister, but especially love the relationship between husband and wife. To me it is truly beautiful.<br /><br />I highly recommend this move to anyone who enjoys this kind of movie.",biased
"'Loulou' delights in the same way an expensive, high quality French wine does. It leaves you with a very fine aftertaste.<br /><br />'Loulou's theme isn't new. The film doesn't carry an original plot either. Its colored picturing shows fine, but not extraordinary. Its setting is serious. Its elegant styling never and nowhere puts any weight on your mind.<br /><br />Whatever one further may say about 'Loulou', it's beyond doubt that this very French film stands out for its excellent acting. The three leads convincingly reflect all numerous doubts and tenses sparkling between them, making the plot alive. Their acting fully invites you to participate, to make friends.<br /><br />For those around at the time, 'Loulou' also provides an extra bonus: its perfectly captured mood of 1980.",neutral
I watched this movie probably more than 20 times. The jokes are now 10-15 years old but every time I watch it it makes me fall off my chair. Two of the finest actor Salman Khan and Aamir Khan plays the lead roles here. Even if Aamir Khan is a much better actor and got the better role(smart guy) in the movie Salman Khan matches and sometimes perform even better as the dumb guy. All the characters are memorable. This movie is filled with hilarious one-liners and funny situations(a little too silly probably). Don't try to look for logic in this movie. Let your brain relax for some time. I promise it will be an experience to remember.,biased
Not the funniest movie ever.....but I have to watch this film at least once a year just so I can fall in Love with Michelle Johnson all over again. She never looked better than she did in this film. by the way The story is good too.,neutral
"Everyone has their choice for ""worst movie they've ever seen."" Some like to pick on Gigli or Battlefield Earth. Some pick on classics like Plan 9 From Outer Space. Ever since I was 14 I have been very vocal in saying that to me, it is Problem Child 2, and 9 years later, I feel the exact same way. It's not ""one of the worst,"" it's not just an expression. It is THE ACTUAL worst movie I have ever seen.<br /><br />How much farting, pooping, peeing, and puking can you put in a single movie? I don't need to see a dog take a dump that goes up to my waist! Why is it that I'm so hard on this filth? I have nothing against bathroom or gross-out humor. Heck, I like the American Pie movies. Having such an excess of it within 90 minutes is a bad idea, but the true tipping point is to do it with kids! Having little kids call each other sexual names (IMDb won't even let me post that word on here, yet here it is coming out of the mouths of 8 year olds. Think of the irony in that!) and urinate and puke on each other just makes the whole thing feel dirtier. Worst line in the movie: ""I guess I should fart in more people's offices."" <br /><br />What other film has: urination into lemonade, dynamite sticks exploding toilets, a little boy filming his babysitter having sex and projecting it on the side of the house, and a little girl joking about scratching testicles? <br /><br />However, my absolute favorite moment has to be when the same little girl is on a carnival ride, says: ""I'm gonna puke,"" opens her mouth, and fake looking puke shoots straight out of her open mouth in a perfect 90 degree angle! The puking scene in Scary Movie 2 looked more real than that. <br /><br />I suppose the only redeeming element in the movie is Gilbert Gottfried. You get the impression that he didn't even have a script, but was just being his usual self. Too bad he has to act stupid while pizza gets thrown on him.<br /><br />You know what? Thinking about the movie this much has just made me have to go to the bathroom. Goodbye!",biased
"Very good western.This was the first time writer Richard Wilson directed a film, also this was a first for Samuel Goldwyn Junior as a producer. It is a pleasure to see a very young and pretty Angie Dickinson as a saloon girl. Robert Mitchum comes to this town dominated by outlaws and is hired as a town tamer, but people are worried that he will go too far, also about the harm that he will do to the town´s businesses. There are some similarities in the story with ""Warlock"" which was made in 1959. This film keeps a very fast and exciting pace, it really keeps you on the edge.",neutral
"""The Garden of Allah"" was one of the first feature length, 3-strip Technicolor films. To correct a previous poster the first Technicolor feature (after Disney's 5-year exclusivity deal) was 1935's ""Becky Sharp"" which was a costume drama that used the color for it's garish color costumes.<br /><br />""The Garden of Allah"" looks as if it could have been shot years later as the cinematography uses not only the color but also the use of shadows. It must have been amazing for an audiences at the time to see a color feature after seeing basically only black and white films for their whole life. Unfortunately, the film does not stand up to the cinematography. That being said, the film is worth seeing just as a visual treat.",biased
"It has to be admitted that the best work of Harold Lloyd ended with his last great silent comedy ""Speedy"" in 1928. After that he enters sound films (like Chaplin and Keaton and Laurel & Hardy and W.C. Fields) and does do better than Keaton, but not as well as the other three. Chaplin was rich enough to make his own films as producer (but he paced his films so there were five years between productions). Laurel & Hardy were under the protection of Hal Roach, so production standards for their shorts and sound films were pretty good. Fields first worked with Mack Sennett, than with Paramount, and then free-lanced. Lloyd tried the route that Chaplin took, but with less success.<br /><br />He produced his own films, but unlike Chaplin he did not own his own studio. Also his first two choices were not good (especially ""Feet First""). But he did begin to choose more wisely and ""Movie Crazy"", ""The Cat's-Paw"", and ""The Milky Way"" were all good choices. These three (and possibly ""The Sin of Harold Diddlebock"") were his best sound ventures. They are all entertaining, but none are up to ""Safety Last"", ""The Freshman"", ""The Kid Brother"", or ""Speedy"". <br /><br />Of the top four sound films ""The Cat's Paw"" is the most controversial. Ezekiel Cobb's solution to ridding the city that elects him mayor is very extreme for the tastes of 2005. Or is it? When a movie is made dictates what it's politics are: ""The Cat's Paw"" is from 1934. That second year of the Roosevelt New Deal (itself rather controversial for heavier government involvement) movie audiences saw films like ""Gabriel Over the White House"" and ""The Phantom President"", where our leaders did extra-Constitutional actions to rid the nation of internal enemies (and to force disarmament around the globe). Even Cecil B. De Mille got into this act with ""This Day and Age"", where a bunch of teenagers use rats to force a gangster to confess his crimes.<br /><br />To us, the use of violence to force anyone (even a bunch of goons and boodlers like Alan Dinehart's gang) to confess is repellent. After all, the Supreme Court has protected us from confession under duress. What we forget is that the reforms we are thinking of did not occur until the Warren Court and the Burger Court made them. For example, although Mr. Justice Sutherland's opinion in the Powell (""Scottsboro Boys"") Case of 1932 guaranteed every criminal defendant had a right to counsel, Gideon v. Wainwright did not extend this to ordering court paid counsel to defendants until 1962. The Miranda Case, with it's now well-known anti-self-incrimination warning is from 1963. Nothing like this were considered necessary in 1934.<br /><br />If you study other movies of the period up to 1954 (and even to 1960) tricks are used to get confessions - Kirk Douglas confesses his crimes in front of witnesses in ""I Walk Alone"" while Burt Lancaster holds a gun to him. When Lancaster leaves, Douglas sneers about confessing under duress, only to see the gun is unloaded. Suddenly he realizes that (legally - in 1948) he has confessed without duress. Hate to say it, to any civil libertarians reading this note, but what Cobb/Lloyd does to Dinehart and his pals in the conclusion of ""The Cat's Paw"" was not only legal, but would have led to their jail sentences in 1934. We may call it heavy handed, fascistic, or horrid, but it would have worked legally when it was thought up.",neutral
"First off let me say, If you haven't enjoyed a Van Damme movie since bloodsport, you probably will not like this movie. Most of these movies may not have the best plots or best actors but I enjoy these kinds of movies for what they are. This movie is much better than any of the movies the other action guys (Segal and Dolph) have thought about putting out the past few years. Van Damme is good in the movie, the movie is only worth watching to Van Damme fans. It is not as good as Wake of Death (which i highly recommend to anyone of likes Van Damme) or In hell but, in my opinion it's worth watching. It has the same type of feel to it as Nowhere to Run. Good fun stuff!",neutral
"When I saw the first preview for this, I nearly passed out from excitement. I have long been a fan of Twelfth Night- it turned me on to Shakespeare, so to have a modern adaption is a dream come true. My anticipation was not disappointed.<br /><br />The plot basically follows the original storyline and that means: complicated! I don't want to even try to relate it, the plot summery will probably cover the basics. Just imagine having a girl pretend to be a guy at a boarding school and think of all the possible situations that would create. I will not even pause to question the plausibility of such a plot; reality is NOT the point of the film.<br /><br />What it IS, though, is absolutely hilarious. Nearly every scene nails the comedic set-up. Kudos to the writers, director and actors on that count.<br /><br />Amanda Bynes is the star of this film and she carries it wonderfully. She's super-cute, not a vixen and can do faultless comedy. I admire her so much for not going full-on tramp in her films or public life like so many starlets today do. I'm glad there is at least one decent young actress left in Hollywood. OK, I'm off my soap-box...<br /><br />Channing Tatum, yeah he's hot and built like a flippin gorilla, but he really makes me laugh! My favourite scenes in the whole movie are when he's trying to converse with Olivia first by talking about cheese and then later about his workout regimen.<br /><br />The rest of the cast did not fail to perform either, with marvelous additions to the characters in the forms of the inane débutante mother and Monique, the classic evil girlfriend.<br /><br />Overall, lots of fun, loooots of laughs, and a highly attractive cast. Maybe not on par with the original, but it beats out modern versions of other plays, including the much-touted 10 things I Hate About You.",neutral
"When I found out there was a movie that had both my favorite actresses Meryl Streep and Wynona Ryder, I went through the roof!But I had a hard fall after watching this lame movie and I still have the bruise.First of all the character that Jeremy Irons (an actor I still admire even after this disappointment)plays was just awful. He treated his family like crap, especially his sister, played by Glenn Close. I could not get close or sympathize with any of the characters and I'm no prude, but the sex scenes were really unnecessary or they could have been toned down. Wynona and Antonio's characters could have been developed a lot more and their romance could have been much more passionate. And what was with Meryl's character and her ""mystical powers""? Why didn't they go into this more? This film had a lot of dead ends and the bottom line is that this is a really lousy movie and there was a lot of wasted talent here.",biased
